image_id,item_id,image_filename,scene_difficulty,ground_truth_label,yolo_label,yolo_confidence,vlm_triggered,vlm_label,yolo_label_correct,vlm_label_correct,notes
img_010,img_010_item_02,pepper_dried_tofu_easy_010.jpeg,easy,豆干,,,,,,豆干切條;棕色;與糯米椒交錯排列
img_011,img_011_item_01,grilled_mackerel_easy_011.jpeg,easy,魚,,,,,,煎鯖魚餐;白色圓盤;四種食物分區明確;魚在右下方;魚皮焦香
img_011,img_011_item_02,grilled_mackerel_easy_011.jpeg,easy,小黃瓜,,,,,,小黃瓜薄片;排列在左下方;綠色明顯
img_011,img_011_item_03,grilled_mackerel_easy_011.jpeg,easy,炒蛋,,,,,,蛋餅/煎蛋;金黃色;左上方位置清晰
img_011,img_011_item_04,grilled_mackerel_easy_011.jpeg,easy,菠菜,,,,,,燙菠菜;深綠色;右上方
img_011,img_011_item_05,grilled_mackerel_easy_011.jpeg,easy,蒜頭,,,,,,整瓣蒜頭;白色;藏在菠菜旁;小且不易偵測
img_012,img_012_item_01,sandwich_hard_012.jpeg,hard,麵包,,,,,,長棍麵包三明治;食材堆疊於麵包內;大部分被遮擋
img_012,img_012_item_02,sandwich_hard_012.jpeg,hard,炒蛋,,,,,,煎蛋夾在麵包中;僅部分露出
img_012,img_012_item_03,sandwich_hard_012.jpeg,hard,生菜,,,,,,綠色生菜;在麵包底層;大部分被覆蓋
img_012,img_012_item_04,sandwich_hard_012.jpeg,hard,牛蕃茄,,,,,,番茄片;紅色;被麵包和蛋遮擋
img_012,img_012_item_05,sandwich_hard_012.jpeg,hard,小黃瓜,,,,,,小黃瓜薄片;散布在蛋上方;部分可見
img_013,img_013_item_01,avocado_toast_easy_013.jpeg,easy,酪梨,,,,,,酪梨切片鋪在吐司上;綠黃色鮮明;佔主體面積
img_013,img_013_item_02,avocado_toast_easy_013.jpeg,easy,吐司,,,,,,全麥吐司兩片;在酪梨下方;邊緣可見
img_013,img_013_item_03,avocado_toast_easy_013.jpeg,easy,蘋果,,,,,,蘋果切片;紅白色;盤子前方
img_013,img_013_item_04,avocado_toast_easy_013.jpeg,easy,藍莓,,,,,,藍莓堆;深藍色;右上角
img_013,img_013_item_05,avocado_toast_easy_013.jpeg,easy,覆盆莓,,,,,,覆盆莓;紅色;與藍莓混合放置
img_014,img_014_item_01,pasta_sardine_hard_014.jpeg,hard,花椰菜,,,,,,筆管麵配花椰菜與沙丁魚;食材混合;俯拍白碗
img_014,img_014_item_02,pasta_sardine_hard_014.jpeg,hard,義大利麵,,,,,,筆管麵(penne);淡黃色;與花椰菜交錯
img_014,img_014_item_03,pasta_sardine_hard_014.jpeg,hard,沙丁魚,,,,,,沙丁魚條;深棕色;細長;與麵條混合不易區分
img_015,img_015_item_01,veggie_fruit_salad_hard_015.jpeg,hard,地瓜,,,,,,時蔬水果沙拉碗;7種食材;白色圓盤;地瓜金黃色塊狀
img_015,img_015_item_02,veggie_fruit_salad_hard_015.jpeg,hard,水煮蛋,,,,,,白色水煮蛋;居中;完整一顆
img_015,img_015_item_03,veggie_fruit_salad_hard_015.jpeg,hard,蘋果,,,,,,青蘋果切片;綠色;右側
img_015,img_015_item_04,veggie_fruit_salad_hard_015.jpeg,hard,洋蔥,,,,,,洋蔥絲淋胡麻醬;右上方;半透明白色
img_015,img_015_item_05,veggie_fruit_salad_hard_015.jpeg,hard,玉米粒,,,,,,玉米粒堆;黃色;中上方
img_015,img_015_item_06,veggie_fruit_salad_hard_015.jpeg,hard,牛番茄,,,,,,牛番茄切塊;紅色;左側
img_015,img_015_item_07,veggie_fruit_salad_hard_015.jpeg,hard,胡麻醬,,,,,,胡麻醬淋在洋蔥上;褐色;液態;YOLO 不太可能偵測醬料
img_016,img_016_item_01,leek_dried_tofu_easy_016.jpeg,easy,韭菜,,,,,,韭菜炒豆干;綠色韭菜段;長條狀
img_016,img_016_item_02,leek_dried_tofu_easy_016.jpeg,easy,豆干,,,,,,豆干片;表面金黃內部白色;與韭菜混合
img_017,img_017_item_01,chayote_leaves_carrot_easy_017.jpeg,easy,龍鬚菜,,,,,,蒜炒龍鬚菜;深綠色細長捲曲狀
img_017,img_017_item_02,chayote_leaves_carrot_easy_017.jpeg,easy,紅蘿蔔,,,,,,紅蘿蔔絲;紅色/橘色;散布在龍鬚菜中
img_018,img_018_item_01,sausage_salad_hard_018.jpeg,hard,香腸,,,,,,香腸沙拉拼盤;香腸切花烤過;紅棕色
img_018,img_018_item_02,sausage_salad_hard_018.jpeg,hard,生菜,,,,,,綠色生菜鋪底;部分被遮擋
img_018,img_018_item_03,sausage_salad_hard_018.jpeg,hard,蘋果,,,,,,蘋果切片;淡黃色/白色;在右側
img_018,img_018_item_04,sausage_salad_hard_018.jpeg,hard,酪梨,,,,,,酪梨切片;綠色;部分被香腸遮擋
img_018,img_018_item_05,sausage_salad_hard_018.jpeg,hard,水煮蛋,,,,,,半顆水煮蛋;白色;在左下方
img_018,img_018_item_06,sausage_salad_hard_018.jpeg,hard,牛番茄,,,,,,牛番茄切半;紅色;在左側
img_018,img_018_item_07,sausage_salad_hard_018.jpeg,hard,柳橙,,,,,,柳橙切塊;黃色;在左上方
img_019,img_019_item_01,asparagus_meat_tomato_easy_019.jpeg,easy,蘆筍,,,,,,肉片卷蘆筍;綠色長條狀蘆筍露出兩端
img_019,img_019_item_02,asparagus_meat_tomato_easy_019.jpeg,easy,肉片,,,,,,煎熟的肉片;深褐色;捲在蘆筍中段
img_019,img_019_item_03,asparagus_meat_tomato_easy_019.jpeg,easy,小番茄,,,,,,小番茄整顆;紅色;在盤子左上方
img_020,img_020_item_01,green_pepper_onion_meat_easy_020.jpeg,easy,青椒,,,,,,青椒洋蔥炒肉片;青椒切塊;綠色明顯
img_020,img_020_item_02,green_pepper_onion_meat_easy_020.jpeg,easy,洋蔥,,,,,,洋蔥切塊;白色/半透明;與青椒混合
img_020,img_020_item_03,green_pepper_onion_meat_easy_020.jpeg,easy,肉片,,,,,,炒肉片;淺褐色;散布在蔬菜中
img_021,img_021_item_01,green_pepper_meat_easy_021.jpeg,easy,肉片,,,,,,肉片炒青椒;淺色肉片;散布盤中
img_021,img_021_item_02,green_pepper_meat_easy_021.jpeg,easy,青椒,,,,,,青椒切塊;綠色;與肉片混合
img_022,img_022_item_01,bibimbap_veggies_hard_022.jpeg,hard,櫛瓜,,,,,,韓式拌飯/蔬菜碗;切片烤過;綠色邊緣;右上方
img_022,img_022_item_02,bibimbap_veggies_hard_022.jpeg,hard,紅蘿蔔,,,,,,紅蘿蔔絲;橘色;右側
img_022,img_022_item_03,bibimbap_veggies_hard_022.jpeg,hard,馬鈴薯,,,,,,馬鈴薯絲/條;淡黃色;右下方
img_022,img_022_item_04,bibimbap_veggies_hard_022.jpeg,hard,茄子,,,,,,炒茄子片;紫色/深褐色;左上方
img_022,img_022_item_05,bibimbap_veggies_hard_022.jpeg,hard,生菜,,,,,,綠色蔬菜段;左下方
img_022,img_022_item_06,bibimbap_veggies_hard_022.jpeg,hard,玉米粒,,,,,,黃色玉米粒;左側
img_022,img_022_item_07,bibimbap_veggies_hard_022.jpeg,hard,飯,,,,,,白飯;在碗中央;作為基底
img_022,img_022_item_08,bibimbap_veggies_hard_022.jpeg,hard,紅辣椒,,,,,,紅辣椒碎;點綴在飯上方;非常小
img_023,img_023_item_01,tteokbokki_beef_hard_023.jpeg,hard,年糕,,,,,,韓式牛肉泡菜年糕;白色長條狀;在碗前方;半浸泡在湯汁
img_023,img_023_item_02,tteokbokki_beef_hard_023.jpeg,hard,肉片,,,,,,牛肉片;深褐色;在碗左側
img_023,img_023_item_03,tteokbokki_beef_hard_023.jpeg,hard,青蔥,,,,,,青蔥碎;綠色;大量撒在中央上方
img_023,img_023_item_04,tteokbokki_beef_hard_023.jpeg,hard,金針菇,,,,,,金針菇;白色細長;在碗右側;部分浸泡在湯中
img_024,img_024_item_01,fried_noodles_beef_hard_024.jpeg,hard,炒麵,,,,,,炒麵配牛肉紅蘿蔔;扁麵條為主;沾滿醬汁呈棕色
img_024,img_024_item_02,fried_noodles_beef_hard_024.jpeg,hard,牛肉,,,,,,牛肉片;深褐色;與麵條混合;不易區分
img_024,img_024_item_03,fried_noodles_beef_hard_024.jpeg,hard,紅蘿蔔,,,,,,紅蘿蔔絲;橘色;散布在麵條中
img_025,img_025_item_01,dumplings_easy_025.jpeg,easy,水餃,,,,,,水餃;多顆堆疊;白色麵皮透出內餡顏色
img_026,img_026_item_01,steak_bread_egg_easy_026.jpeg,easy,麵包,,,,,,減脂餐;餐包切片;黃色/白色;在左上方
img_026,img_026_item_02,steak_bread_egg_easy_026.jpeg,easy,水煮蛋,,,,,,切片水煮蛋;白色與黃色;在右上方
img_026,img_026_item_03,steak_bread_egg_easy_026.jpeg,easy,牛排,,,,,,氣炸牛排切片;深褐色;在中央下方
img_026,img_026_item_04,steak_bread_egg_easy_026.jpeg,easy,蘋果,,,,,,蘋果切片;紅色果皮;在右下方
img_027,img_027_item_01,steak_zucchini_mushroom_easy_027.jpeg,easy,牛排,,,,,,氣炸牛排;切片整齊排列在中央
img_027,img_027_item_02,steak_zucchini_mushroom_easy_027.jpeg,easy,櫛瓜,,,,,,櫛瓜切片;綠色邊緣;散布在牛排旁
img_027,img_027_item_03,steak_zucchini_mushroom_easy_027.jpeg,easy,杏鮑菇,,,,,,杏鮑菇切塊;淺褐色;與櫛瓜混合
img_028,img_028_item_01,noodles_clam_hard_028.jpeg,hard,泡麵,,,,,,乾拌泡麵;捲曲麵條;在左側
img_028,img_028_item_02,noodles_clam_hard_028.jpeg,hard,蛤蜊,,,,,,蛤蜊帶殼;在左上方
img_028,img_028_item_03,noodles_clam_hard_028.jpeg,hard,小白菜,,,,,,小白菜段;綠色與白色莖;在左下方
img_028,img_028_item_04,noodles_clam_hard_028.jpeg,hard,九層塔,,,,,,九層塔葉;深綠色;在右側
img_028,img_028_item_05,noodles_clam_hard_028.jpeg,hard,辣椒,,,,,,紅辣椒切片;紅色圈狀;散布在麵與菜上
img_029,img_029_item_01,waffle_cookie_easy_029.jpeg,easy,鬆餅,,,,,,格子鬆餅;金黃色淋有蜂蜜;在中央
img_029,img_029_item_02,waffle_cookie_easy_029.jpeg,easy,餅乾,,,,,,焦糖餅乾(Lotus);棕色長方形;在鬆餅上方
img_030,img_030_item_01,rice_noodles_mushroom_hard_030.jpeg,hard,米粉,,,,,,湯米粉;白色細絲狀;泡在湯汁中
img_030,img_030_item_02,rice_noodles_mushroom_hard_030.jpeg,hard,香菇,,,,,,香菇切絲;深褐色;散布在米粉上方
